1.362670864808818334e-02,1.216728474003264324e-02,5.015277676168283967e-03,8.624177611555256320e-03,1.809296793658910982e-02,9.241821892380321438e-03,1.173411934358282310e-02,1.381590709439580941e-02,1.044169013048558414e-02,8.602929464694394554e-03,1.231681323342320375e-02,1.268938880834292321e-02,4.943820945243618432e-03,1.522716628775224422e-02,1.741379172063236419e-02,4.233152502309815712e-03,9.485952981646436633e-03,1.581490801777280658e-02,1.088651165321336337e-02,1.378883762983941323e-02,1.328530601582232629e-02,9.318004930680821862e-03,1.225495976548719550e-02,1.524432219892139090e-02,5.943158392048792336e-03,1.160363323704565429e-02,1.732642698557642150e-02,1.128080530755414326e-02,7.724787400317491282e-03,1.226345452726923177e-02,1.541699655726282495e-02,5.664085905722610753e-03
1.194472333043175225e-02,1.493502787746749452e-02,1.135131767639611065e-02,6.912127852451565614e-03,1.386501392269646159e-02,1.235617064746051194e-02,4.532686167094616102e-03,1.057154666230094957e-02,1.471766045932148409e-02,7.419589811517625540e-03,1.212132128837870720e-02,1.679016423146902429e-02,7.585017315114876355e-03,1.039651589571505795e-02,1.210007089303669590e-02,1.190521077119515402e-02,7.671741233043263657e-03,1.487490574001644125e-02,1.574297685732563984e-02,4.132105759460404787e-03,1.086572894195041335e-02,1.205159588793899839e-02,9.786752541318265511e-03,1.484893578274206101e-02,1.077192230840173445e-02,1.169822683899659176e-02,1.421916994004112679e-02,1.419036914499977389e-02,9.343662349075456883e-03,7.293821018431674401e-03,1.345671672775785276e-02,1.773237676619514661e-02
1.072187111801837026e-02,1.305990477452987492e-02,1.654682011060516766e-02,4.876296807849077146e-03,1.714226963400552334e-02,1.506473600952700810e-02,6.808241277910594309e-03,1.018638858686977955e-02,1.225307328980293486e-02,1.220128177501001408e-02,9.216951442387943255e-03,1.463738068836696951e-02,1.103037622258885853e-02,6.378064112908185535e-03,1.068314777566518187e-02,2.042629102509281938e-02,1.160488788952696027e-02,9.875839612934577197e-03,1.930653617033704222e-02,8.013775688512072767e-03,1.102864489210390181e-02,1.256488591014403092e-02,1.058949628731579128e-02,9.023510112151612861e-03,1.912442943357431022e-02,1.300009517595856513e-02,4.935006899138370991e-03,9.290616181801230125e-03,1.659876677059737848e-02,8.373283090992075448e-03,8.480155648499321588e-03,1.406444520671453272e-02
9.912199801599871560e-03,1.190961779424776386e-02,1.601008292697526925e-02,6.752674563268002729e-03,1.081127072851444104e-02,1.413952199228956513e-02,1.438161146067210017e-02,2.651899140141901652e-03,1.246177955856185050e-02,1.572613348503625399e-02,6.104187866518021900e-03,1.298278411959013015e-02,1.122728246227626576e-02,9.204517341632330665e-03,8.970308799678082187e-03,1.409514147136473224e-02,1.411654926038719872e-02,1.346584556122401057e-02,1.379875118322666273e-02,1.043304022350424222e-02,8.190692930782240630e-03,1.592587056249063215e-02,1.188160396760866953e-02,2.570684001029290965e-03,1.431549712095816877e-02,1.172168524282720878e-02,1.188112953808617006e-02,9.270786826545579853e-03,1.708749888168979367e-02,1.072942376619886139e-02,1.115472397558844690e-02,1.618778938612883134e-02
5.606475321715318968e-03,1.557785964412699772e-02,1.062176199180820541e-02,8.526908317036651849e-03,9.538679864597453956e-03,1.658019431630418719e-02,8.235080197150509984e-03,8.694379689998615879e-03,1.175033089266925776e-02,1.672547093184144004e-02,1.480199873875036754e-03,1.558683108391268474e-02,1.469641231246062232e-02,3.231926331339231642e-03,1.349496564058855728e-02,1.426230255392809017e-02,1.291982215044750089e-02,1.096048893150639372e-02,1.785388468750319022e-02,1.091012520224328430e-02,8.641497661848294640e-03,1.343499864833679405e-02,1.921618545231482469e-02,3.946995051882206014e-03,1.089469387611565789e-02,1.971232855727531388e-02,3.646049340935660511e-03,1.474930108605439563e-02,8.814163026265127085e-03,1.156490764621130075e-02,1.022873198387334870e-02,1.873076085699302076e-02
1.371044433456915755e-02,4.341288706222971167e-03,9.083000426399713209e-03,1.652211604821784627e-02,3.913632088588926347e-03,1.187609069183059168e-02,1.442315889534882475e-02,9.245761231353897755e-03,1.338352866634823224e-02,1.146810603577175756e-02,1.077349849368738552e-02,8.974083999527751251e-03,1.304463758752615228e-02,1.586921108600948885e-02,5.819287317052868579e-03,1.168076063742883725e-02,1.583930178976153402e-02,6.893398004477917403e-03,1.438317865203316524e-02,1.392577462879391985e-02,1.055392306705275549e-02,1.019677881826067806e-02,1.365944878210309521e-02,1.366968386829470541e-02,9.173663683301675961e-03,1.018559936998636971e-02,1.194991732188661893e-02,5.904599188819495588e-03,1.204939687337498039e-02,1.493078499353877632e-02,2.886739505299118231e-03,1.178653368765408133e-02
1.056698224556788628e-02,1.115613602175020806e-02,1.563232010604412303e-02,7.255729499281438934e-03,1.132881262857279164e-02,1.446755290716054618e-02,1.050260823026349759e-02,1.026634907350108469e-02,1.425584266758616464e-02,1.120933958270487439e-02,9.607312503198598905e-03,1.071919542545070152e-02,1.284694662791762386e-02,1.076562656118370057e-02,1.426497824649575717e-02,1.680117954061942712e-02,6.094584603529380230e-03,1.136879062340728774e-02,1.449682363476209601e-02,1.229619690976529664e-02,1.003811474596050940e-02,1.151548827903088948e-02,1.057910605592489103e-02,8.918049600806112268e-03,1.439986463064209937e-02,1.140073704357650632e-02,9.223092044406688839e-03,1.403374894206431932e-02,1.668202802755586883e-02,6.346742770498469549e-03,1.156664122517740700e-02,1.276919414977492444e-02
1.184713250310880095e-02,1.781973025884535031e-02,1.161921970837257248e-02,9.607937580958101492e-03,1.298074025022541607e-02,1.435831719596538866e-02,8.730895023863214158e-03,1.149030079319646701e-02,1.501011140848597727e-02,2.230216736921545196e-03,1.460811220924656921e-02,1.187892827504101641e-02,1.105068225584815780e-02,8.361480813439415780e-03,1.947795587619717203e-02,1.131291361836610221e-02,1.182415077728183293e-02,1.633102213230135796e-02,9.253311631053237618e-03,9.949340213223956814e-03,1.621250244244075434e-02,1.465469849017885656e-02,2.517325294875319419e-03,1.118289294742684514e-02,1.126144138789639086e-02,1.005008116263707632e-02,9.577560600631097529e-03,1.655690005159747569e-02,1.214634688357038930e-02,4.852215574740093192e-03,1.319196706635269480e-02,1.453649133919799816e-02
1.833253685760329391e-02,5.028500993807306398e-03,1.463156161915258463e-02,1.202247580857445167e-02,9.779980116096596496e-03,9.816652843641634346e-03,1.804795784094247180e-02,1.316725401004077180e-02,5.281760916539548177e-03,1.114575253580274428e-02,1.681330335097643361e-02,6.700892042399682683e-03,8.878537041569514038e-03,1.393411424537665394e-02,6.886780724455537558e-03,1.623311876609866145e-02,1.587125495537420466e-02,1.182273198567661970e-02,1.014562137515186147e-02,1.379387647609499161e-02,1.600032227030616025e-02,7.310032567518108190e-03,1.211880973493494572e-02,1.515979729555700685e-02,6.005965215992116815e-03,1.129905847752414073e-02,2.012345658998087802e-02,7.250854792149753064e-03,9.482013642672860315e-03,1.229005630774656667e-02,1.246823944490379164e-02,1.228612596269760757e-02
1.873848438974085387e-02,2.659613678965147901e-03,1.088162795215708890e-02,1.657388957516156558e-02,1.012232711044514996e-02,9.724577540577910434e-03,1.323887488008934285e-02,9.952180044915517193e-03,1.062994421471049993e-02,1.680275572590507818e-02,9.751959544014050102e-03,7.226139487356678798e-03,1.218082059655140915e-02,1.682384872756663430e-02,7.921536246324458949e-03,1.393931048531268577e-02,1.612703317699365826e-02,1.202357531585645199e-02,9.707259738766023383e-03,1.750507780681269387e-02,7.403845946510239154e-03,9.272363011831230920e-03,1.930622363145726925e-02,1.330655641116433932e-02,9.401585471962492155e-03,1.397786968854198425e-02,1.414739392479325009e-02,4.771778410105138174e-03,1.128458050740381233e-02,1.290203666455656643e-02,7.333488722867590424e-03,1.026540471141838655e-02
